0.0, 0.0
0.03142, 0.0377
0.06283, 0.07535
0.09425, 0.11296
0.12566, 0.15046
0.15708, 0.18785
0.1885, 0.22508
0.21991, 0.26211
0.25133, 0.29894
0.28274, 0.33551
0.31416, 0.37181
0.34558, 0.4078
0.37699, 0.44345
0.40841, 0.47874
0.43982, 0.51363
0.47124, 0.5481
0.50265, 0.58211
0.53407, 0.61565
0.56549, 0.64869
0.5969, 0.68118
0.62832, 0.71312
0.65973, 0.74447
0.69115, 0.77521
0.72257, 0.80533
0.75398, 0.83477
0.7854, 0.86354
0.81681, 0.8916
0.84823, 0.91894
0.87965, 0.94554
0.91106, 0.97136
0.94248, 0.9964
0.97389, 1.02063
1.00531, 1.04404
1.03673, 1.06661
1.06814, 1.08831
1.09956, 1.10915
1.13097, 1.1291
1.16239, 1.14814
1.19381, 1.16628
1.22522, 1.18348
1.25664, 1.19975
1.28805, 1.21506
1.31947, 1.22943
1.35088, 1.24282
1.3823, 1.25524
1.41372, 1.26668
1.44513, 1.27713
1.47655, 1.2866
1.50796, 1.29507
1.53938, 1.30254
1.5708, 1.30902
1.60221, 1.31449
1.63363, 1.31897
1.66504, 1.32245
1.69646, 1.32493
1.72788, 1.32643
1.75929, 1.32693
1.79071, 1.32645
1.82212, 1.325
1.85354, 1.32257
1.88496, 1.31918
1.91637, 1.31484
1.94779, 1.30956
1.9792, 1.30334
2.01062, 1.2962
2.04204, 1.28815
2.07345, 1.27921
2.10487, 1.26939
2.13628, 1.2587
2.1677, 1.24717
2.19911, 1.2348
2.23053, 1.22161
2.26195, 1.20763
2.29336, 1.19287
2.32478, 1.17735
2.35619, 1.1611
2.38761, 1.14413
2.41903, 1.12646
2.45044, 1.10813
2.48186, 1.08914
2.51327, 1.06954
2.54469, 1.04933
2.57611, 1.02855
2.60752, 1.00723
2.63894, 0.98538
2.67035, 0.96303
2.70177, 0.94022
2.73319, 0.91696
2.7646, 0.8933
2.79602, 0.86925
2.82743, 0.84485
2.85885, 0.82011
2.89027, 0.79508
2.92168, 0.76979
2.9531, 0.74425
2.98451, 0.71852
3.01593, 0.6926
3.04734, 0.66654
3.07876, 0.64036
3.11018, 0.6141
3.14159, 0.58779
3.17301, 0.56144
3.20442, 0.53512
3.23584, 0.50882
3.26726, 0.48259
3.29867, 0.45647
3.33009, 0.43048
3.3615, 0.40465
3.39292, 0.379
3.42434, 0.35358
3.45575, 0.32841
3.48717, 0.30351
3.51858, 0.27893
3.55, 0.25469
3.58142, 0.2308
3.61283, 0.20732
3.64425, 0.18426
3.67566, 0.16165
3.70708, 0.13951
3.7385, 0.11787
3.76991, 0.09676
3.80133, 0.0762
3.83274, 0.05623
3.86416, 0.03685
3.89557, 0.01811
3.92699, 0.0
3.95841, -0.01743
3.98982, -0.03417
4.02124, -0.0502
4.05265, -0.0655
4.08407, -0.08005
4.11549, -0.09383
4.1469, -0.10681
4.17832, -0.119
4.20973, -0.13036
4.24115, -0.1409
4.27257, -0.15058
4.30398, -0.15939
4.3354, -0.16733
4.36681, -0.17439
4.39823, -0.18054
4.42965, -0.18579
4.46106, -0.19012
4.49248, -0.19353
4.52389, -0.196
4.55531, -0.19753
4.58673, -0.19812
4.61814, -0.19777
4.64956, -0.19646
4.68097, -0.1942
4.71239, -0.19098
4.7438, -0.18681
4.77522, -0.18169
4.80664, -0.17561
4.83805, -0.16858
4.86947, -0.16061
4.90088, -0.15169
4.9323, -0.14184
4.96372, -0.13105
4.99513, -0.11935
5.02655, -0.10673
5.05796, -0.0932
5.08938, -0.07878
5.1208, -0.06348
5.15221, -0.0473
5.18363, -0.03026
5.21504, -0.01239
5.24646, 0.00633
5.27788, 0.02586
5.30929, 0.04618
5.34071, 0.06729
5.37212, 0.08916
5.40354, 0.11178
5.43496, 0.13512
5.46637, 0.15917
5.49779, 0.1839
5.5292, 0.20929
5.56062, 0.23533
5.59203, 0.26198
5.62345, 0.28923
5.65487, 0.31704
5.68628, 0.3454
5.7177, 0.37428
5.74911, 0.40365
5.78053, 0.43349
5.81195, 0.46377
5.84336, 0.49445
5.87478, 0.52553
5.90619, 0.55695
5.93761, 0.58871
5.96903, 0.62076
6.00044, 0.65308
6.03186, 0.68564
6.06327, 0.7184
6.09469, 0.75135
6.12611, 0.78445
6.15752, 0.81766
6.18894, 0.85096
6.22035, 0.8843
6.25177, 0.91769
6.28319, 0.95106
6.3146, 0.98439
6.34602, 1.01766
6.37743, 1.05082
6.40885, 1.08386
6.44026, 1.11672
6.47168, 1.14941
6.5031, 1.18187
6.53451, 1.21407
6.56593, 1.24599
6.59734, 1.2776
6.62876, 1.30886
6.66018, 1.33976
6.69159, 1.37024
6.72301, 1.40031
6.75442, 1.4299
6.78584, 1.45902
6.81726, 1.48763
6.84867, 1.51568
6.88009, 1.54318
6.9115, 1.57007
6.94292, 1.59635
6.97434, 1.62199
7.00575, 1.64696
7.03717, 1.67123
7.06858, 1.69479
7.1, 1.71762
7.13142, 1.73969
7.16283, 1.76097
7.19425, 1.78146
7.22566, 1.80113
7.25708, 1.81996
7.28849, 1.83794
7.31991, 1.85504
7.35133, 1.87126
7.38274, 1.88657
7.41416, 1.90096
7.44557, 1.91442
7.47699, 1.92694
7.50841, 1.93849
7.53982, 1.94908
7.57124, 1.9587
7.60265, 1.96732
7.63407, 1.97495
7.66549, 1.98158
7.6969, 1.98719
7.72832, 1.9918
7.75973, 1.99538
7.79115, 1.99795
7.82257, 1.99949
7.85398, 2.0
7.8854, 1.99949
7.91681, 1.99795
7.94823, 1.99538
7.97965, 1.9918
8.01106, 1.9872
8.04248, 1.98158
8.07389, 1.97495
8.10531, 1.96732
8.13672, 1.9587
8.16814, 1.94908
8.19956, 1.93849
8.23097, 1.92694
8.26239, 1.91442
8.2938, 1.90096
8.32522, 1.88657
8.35664, 1.87126
8.38805, 1.85504
8.41947, 1.83794
8.45088, 1.81997
8.4823, 1.80113
8.51372, 1.78146
8.54513, 1.76098
8.57655, 1.73969
8.60796, 1.71762
8.63938, 1.69479
8.6708, 1.67123
8.70221, 1.64696
8.73363, 1.62199
8.76504, 1.59636
8.79646, 1.57007
8.82788, 1.54317
8.85929, 1.51568
8.89071, 1.48762
8.92212, 1.45902
8.95354, 1.42991
8.98495, 1.40031
9.01637, 1.37025
9.04779, 1.33975
9.0792, 1.30887
9.11062, 1.2776
9.14203, 1.246
9.17345, 1.21407
9.20487, 1.18186
9.23628, 1.14941
9.2677, 1.11673
9.29911, 1.08386
9.33053, 1.05082
9.36195, 1.01765
9.39336, 0.98439
9.42478, 0.95105
9.45619, 0.91769
9.48761, 0.88431
9.51903, 0.85095
9.55044, 0.81766
9.58186, 0.78444
9.61327, 0.75136
9.64469, 0.71841
9.67611, 0.68563
9.70752, 0.65308
9.73894, 0.62076
9.77035, 0.58871
9.80177, 0.55695
9.83319, 0.52552
9.8646, 0.49445
9.89602, 0.46376
9.92743, 0.43349
9.95885, 0.40365
9.99026, 0.37428
10.02168, 0.3454
10.0531, 0.31704
10.08451, 0.28923
10.11593, 0.26198
10.14734, 0.23533
10.17876, 0.20929
10.21018, 0.1839
10.24159, 0.15917
10.27301, 0.13512
10.30442, 0.11178
10.33584, 0.08916
10.36726, 0.06729
10.39867, 0.04618
10.43009, 0.02585
10.4615, 0.00633
10.49292, -0.01238
10.52434, -0.03027
10.55575, -0.0473
10.58717, -0.06348
10.61858, -0.07878
10.65, -0.0932
10.68142, -0.10673
10.71283, -0.11935
10.74425, -0.13106
10.77566, -0.14184
10.80708, -0.15169
10.83849, -0.16061
10.86991, -0.16858
10.90133, -0.17561
10.93274, -0.18169
10.96416, -0.18681
10.99557, -0.19098
11.02699, -0.1942
11.05841, -0.19646
11.08982, -0.19777
11.12124, -0.19812
11.15265, -0.19753
11.18407, -0.196
11.21549, -0.19353
11.2469, -0.19012
11.27832, -0.18579
11.30973, -0.18054
11.34115, -0.17439
11.37257, -0.16733
11.40398, -0.15939
11.4354, -0.15057
11.46681, -0.1409
11.49823, -0.13037
11.52965, -0.119
11.56106, -0.10682
11.59248, -0.09382
11.62389, -0.08005
11.65531, -0.0655
11.68672, -0.05021
11.71814, -0.03417
11.74956, -0.01743
11.78097, -0.0
11.81239, 0.0181
11.8438, 0.03685
11.87522, 0.05623
11.90664, 0.07621
11.93805, 0.09676
11.96947, 0.11787
12.00088, 0.1395
12.0323, 0.16164
12.06372, 0.18426
12.09513, 0.20732
12.12655, 0.23081
12.15796, 0.25468
12.18938, 0.27893
12.2208, 0.30352
12.25221, 0.32841
12.28363, 0.35358
12.31504, 0.379
12.34646, 0.40465
12.37788, 0.43048
12.40929, 0.45647
12.44071, 0.4826
12.47212, 0.50882
12.50354, 0.53512
12.53495, 0.56144
12.56637, 0.58778
12.59779, 0.6141
12.6292, 0.64036
